file,onset_s,offset_s,label,freq_min,freq_max,selection,view,filepath,index,source_filepath,duration_s,n_frames,id
26D00033.wav,1505.989,1510.366,G01,8664.6,14178.5,995.0,Spectrogram 1,G:\F3\AuralF3_20240419\26D00033.WAV,,,,,
26D00033.wav,2009.754,2010.839,G01,3435.4,4932.8,995.0,Spectrogram 1,G:\F3\AuralF3_20240419\26D00033.WAV,,,,,
26D00033.wav,2025.597,2026.465,G01,2774.7,4580.5,995.0,Spectrogram 1,G:\F3\AuralF3_20240419\26D00033.WAV,,,,,
26D00033.wav,2055.014,2057.091,G01,1717.7,4272.2,995.0,Spectrogram 1,G:\F3\AuralF3_20240419\26D00033.WAV,,,,,
26D00033.wav,2380.334,2383.541,G01,4057.3,5729.8,995.0,Spectrogram 1,G:\F3\AuralF3_20240419\26D00033.WAV,,,,,
26D00573.wav,22.63,25.751,G01,14.4,2709.0,22.0,Spectrogram 1,G:\F3\AuralF3_20240603\26D00573.WAV,,,,,
26D01286.wav,325.617,327.096,G01,1211.5,2068.6,251.0,Spectrogram 1,G:\F3\F3a_20250103\26D01286.WAV,,,,,
26D01286.wav,1629.66,1630.911,G01,906.6,1401.0,251.0,Spectrogram 1,G:\F3\F3a_20250103\26D01286.WAV,,,,,
26D01636.wav,480.768,481.124,G01,1911.5,2761.0,25.0,Spectrogram 1,G:\F3\F3a_20250403\26D01636.WAV,,,,,
26D01636.wav,709.07,709.463,G01,1820.4,3246.5,25.0,Spectrogram 1,G:\F3\F3a_20250403\26D01636.WAV,,,,,
26D01636.wav,1630.871,1631.197,G01,2366.6,3094.8,25.0,Spectrogram 1,G:\F3\F3a_20250403\26D01636.WAV,,,,,
26D01640.wav,1696.547,1697.327,G01,3354.2,5461.3,100.0,Spectrogram 1,G:\F3\F3a_20250118\26D01640.WAV,,,,,
26D01643.wav,397.193,398.291,G01,5504.3,6751.4,112.0,Spectrogram 1,G:\F3\F3a_20250118\26D01643.WAV,,,,,
26D01643.wav,413.378,415.517,G01,5246.3,6708.4,112.0,Spectrogram 1,G:\F3\F3a_20250118\26D01643.WAV,,,,,
26D01643.wav,429.8,431.274,G01,5203.3,6622.4,112.0,Spectrogram 1,G:\F3\F3a_20250118\26D01643.WAV,,,,,
26D01643.wav,439.338,445.002,G01,4429.3,7353.4,112.0,Spectrogram 1,G:\F3\F3a_20250118\26D01643.WAV,,,,,
26D01643.wav,456.222,466.309,G01,5074.3,7009.4,112.0,Spectrogram 1,G:\F3\F3a_20250118\26D01643.WAV,,,,,
26D01643.wav,884.696,886.343,G01,4859.3,6622.4,112.0,Spectrogram 1,G:\F3\F3a_20250118\26D01643.WAV,,,,,
26D01646.wav,1662.527,1662.928,G01,8809.3,11011.6,528.0,Spectrogram 1,G:\F3\F3a_20250118\26D01646.WAV,,,,,
26D01646.wav,1668.612,1668.997,G01,8542.4,11345.3,528.0,Spectrogram 1,G:\F3\F3a_20250118\26D01646.WAV,,,,,
26D01646.wav,1674.533,1674.884,G01,8442.3,10911.5,528.0,Spectrogram 1,G:\F3\F3a_20250118\26D01646.WAV,,,,,
26D01646.wav,1675.825,1676.616,G01,12880.3,13214.0,528.0,Spectrogram 1,G:\F3\F3a_20250118\26D01646.WAV,,,,,
26D01646.wav,1682.097,1682.514,G01,8308.8,13848.0,528.0,Spectrogram 1,G:\F3\F3a_20250118\26D01646.WAV,,,,,
26D01649.wav,967.511,968.012,G01,1768.5,2702.9,634.0,Spectrogram 1,G:\F3\F3a_20250118\26D01649.WAV,,,,,
26D01659.wav,1090.435,1093.666,G01,126.0,5300.7,557.0,Spectrogram 1,G:\F3\AuralF3_20240901\26D01659.WAV,,,,,
26D02000.wav,96.148,96.463,G01,2396.7,2797.5,16.0,Spectrogram 1,G:\F3\F3a_20250418\26D02000.WAV,,,,,
26D02019.wav,1678.636,1682.597,G01,4552.9,6861.4,211.0,Spectrogram 1,G:\F3\F3a_20250418\26D02019.WAV,,,,,
279C0115.wav,358.664,392.662,G01,6207.0,10618.1,114.0,Spectrogram 1,G:\F1\F1_20240421\279C0115.WAV,,,,,
279C0246.wav,706.52,748.204,G01,8041.5,16083.0,10.0,Spectrogram 1,G:\F2\F2a_20250203\279C0246.WAV,,,,,
279C0252.wav,835.622,840.666,G01,1849.1,12642.8,43.0,Spectrogram 1,G:\F2\F2a_20250203\279C0252.WAV,,,,,
279C0263.wav,1107.017,1113.0,G01,6493.4,16384.0,119.0,Spectrogram 1,G:\F2\F2a_20250203\279C0263.WAV,,,,,
279C0263.wav,1277.109,1283.033,G01,3010.2,16384.0,119.0,Spectrogram 1,G:\F2\F2a_20250203\279C0263.WAV,,,,,
279C0265.wav,636.827,640.208,G01,5891.4,12255.7,150.0,Spectrogram 1,G:\F2\F2a_20250203\279C0265.WAV,,,,,
279C0265.wav,936.884,939.254,G01,6579.4,11696.7,150.0,Spectrogram 1,G:\F2\F2a_20250203\279C0265.WAV,,,,,
279C0265.wav,1588.114,1641.176,G01,6364.4,16384.0,150.0,Spectrogram 1,G:\F2\F2a_20250203\279C0265.WAV,,,,,
279C0268.wav,105.178,105.872,G01,8299.5,11438.7,234.0,Spectrogram 1,G:\F2\F2a_20250203\279C0268.WAV,,,,,
279C0268.wav,1577.616,1632.506,G01,7396.5,14061.9,234.0,Spectrogram 1,G:\F2\F2a_20250203\279C0268.WAV,,,,,
279C0439.wav,13.824,21.868,G01,5944.6,16166.5,15.0,Spectrogram 1,G:\F2\F2a_20250211\279C0439.WAV,,,,,
279C0439.wav,572.329,579.214,G01,7829.5,16166.5,15.0,Spectrogram 1,G:\F2\F2a_20250211\279C0439.WAV,,,,,
279C0439.wav,652.382,661.2,G01,6234.6,15151.6,15.0,Spectrogram 1,G:\F2\F2a_20250211\279C0439.WAV,,,,,
279C0439.wav,1139.421,1146.193,G01,4225.2,7994.9,46.0,Spectrogram 1,G:\F2\F2a_20250211\279C0439.WAV,,,,,
279C0439.wav,1255.129,1256.219,G01,9496.9,16094.0,15.0,Spectrogram 1,G:\F2\F2a_20250211\279C0439.WAV,,,,,
279C0439.wav,1301.641,1302.156,G01,2081.9,3304.0,46.0,Spectrogram 1,G:\F2\F2a_20250211\279C0439.WAV,,,,,
279C0439.wav,1534.91,1535.736,G01,5565.3,8465.2,46.0,Spectrogram 1,G:\F2\F2a_20250211\279C0439.WAV,,,,,
279C0439.wav,1605.16,1606.337,G01,4639.7,10076.9,15.0,Spectrogram 1,G:\F2\F2a_20250211\279C0439.WAV,,,,,
279C0440.wav,187.871,194.004,G01,2102.4,4204.7,45.0,Spectrogram 1,G:\F2\F2a_20250211\279C0440.WAV,,,,,
279C0440.wav,1791.506,1799.463,G01,6234.6,14281.6,23.0,Spectrogram 1,G:\F2\F2a_20250211\279C0440.WAV,,,,,
279C0441.wav,110.371,110.851,G01,4929.7,15296.6,25.0,Spectrogram 1,G:\F2\F2a_20250211\279C0441.WAV,,,,,
279C0443.wav,1315.664,1316.404,G01,8119.5,15151.6,33.0,Spectrogram 1,G:\F2\F2a_20250211\279C0443.WAV,,,,,
279C0443.wav,1392.162,1392.72,G01,8554.5,14354.1,33.0,Spectrogram 1,G:\F2\F2a_20250211\279C0443.WAV,,,,,
279C0444.wav,106.308,106.962,G01,5799.6,8482.0,14.0,Spectrogram 1,G:\F2\F2a_20250211\279C0444.WAV,,,,,
279C0444.wav,295.94,296.262,G01,5727.2,10946.8,14.0,Spectrogram 1,G:\F2\F2a_20250211\279C0444.WAV,,,,,
279C0444.wav,312.86,314.158,G01,6959.6,10801.8,14.0,Spectrogram 1,G:\F2\F2a_20250211\279C0444.WAV,,,,,
279C0444.wav,337.791,339.168,G01,7829.5,10656.8,14.0,Spectrogram 1,G:\F2\F2a_20250211\279C0444.WAV,,,,,
279C0444.wav,1084.263,1084.847,G01,6452.1,8989.5,14.0,Spectrogram 1,G:\F2\F2a_20250211\279C0444.WAV,,,,,
279C0444.wav,1244.705,1245.332,G01,6307.1,11381.8,14.0,Spectrogram 1,G:\F2\F2a_20250211\279C0444.WAV,,,,,
279C0445.wav,925.313,927.483,G01,7249.6,13774.2,20.0,Spectrogram 1,G:\F2\F2a_20250211\279C0445.WAV,,,,,
279C0445.wav,969.333,973.124,G01,8554.5,13339.2,20.0,Spectrogram 1,G:\F2\F2a_20250211\279C0445.WAV,,,,,
279C0445.wav,1111.5,1111.901,G01,6452.1,8627.0,20.0,Spectrogram 1,G:\F2\F2a_20250211\279C0445.WAV,,,,,
279C0445.wav,1123.348,1123.914,G01,6669.6,10076.9,20.0,Spectrogram 1,G:\F2\F2a_20250211\279C0445.WAV,,,,,
279C0445.wav,1188.312,1189.768,G01,6814.6,9134.4,20.0,Spectrogram 1,G:\F2\F2a_20250211\279C0445.WAV,,,,,
279C0445.wav,1227.418,1227.802,G01,13411.7,15659.0,20.0,Spectrogram 1,G:\F2\F2a_20250211\279C0445.WAV,,,,,
279C0445.wav,1251.665,1253.329,G01,7539.5,11454.3,20.0,Spectrogram 1,G:\F2\F2a_20250211\279C0445.WAV,,,,,
279C0445.wav,1286.385,1287.422,G01,8264.5,9641.9,20.0,Spectrogram 1,G:\F2\F2a_20250211\279C0445.WAV,,,,,
279C0446.wav,294.242,303.143,G01,3334.8,8119.5,47.0,Spectrogram 1,G:\F2\F2a_20250211\279C0446.WAV,,,,,
279C0446.wav,872.601,873.377,G01,5437.2,12396.7,34.0,Spectrogram 1,G:\F2\F2a_20250211\279C0446.WAV,,,,,
279C0446.wav,1190.127,1196.376,G01,5219.7,14426.6,34.0,Spectrogram 1,G:\F2\F2a_20250211\279C0446.WAV,,,,,
279C0450.wav,420.451,453.835,G01,5727.2,15586.5,16.0,Spectrogram 1,G:\F2\F2a_20250211\279C0450.WAV,,,,,
279C0450.wav,1648.956,1649.287,G01,7104.6,14861.6,16.0,Spectrogram 1,G:\F2\F2a_20250211\279C0450.WAV,,,,,
279C0454.wav,97.892,102.13,G01,5018.3,13210.3,44.0,Spectrogram 1,G:\F2\F2a_20250211\279C0454.WAV,,,,,
279C0461.wav,28.519,54.791,G01,10584.4,13266.7,13.0,Spectrogram 1,G:\F2\F2a_20250211\279C0461.WAV,,,,,
279C0461.wav,164.574,169.001,G01,10439.4,13411.7,13.0,Spectrogram 1,G:\F2\F2a_20250211\279C0461.WAV,,,,,
279C0760.wav,1497.718,1498.081,G01,7039.1,8192.0,2.0,Spectrogram 1,G:\F1\F1_20240518\279C0760.WAV,,,,,
279C0768.wav,244.112,270.161,G01,6159.2,9041.5,3.0,Spectrogram 1,G:\F1\F1_20240518\279C0768.WAV,,,,,
279C0768.wav,279.949,280.711,G01,5613.0,6401.9,3.0,Spectrogram 1,G:\F1\F1_20240518\279C0768.WAV,,,,,
279C0770.wav,654.641,656.311,G01,6033.5,6887.3,4.0,Spectrogram 1,G:\F1\F1_20240518\279C0770.WAV,,,,,
279C1506.wav,1313.483,1349.031,G01,5860.0,15965.4,896.0,Spectrogram 1,G:\F1\F1_20240618\279C1506.WAV,,,,,
279C1863.wav,1524.721,1541.861,G01,4179.6,15656.9,60.0,Spectrogram 1,G:\F1\F1_20240703\279C1863.WAV,,,,,
279C1863.wav,1597.819,1599.026,G01,5057.3,15422.7,60.0,Spectrogram 1,G:\F1\F1_20240703\279C1863.WAV,,,,,
279C1864.wav,679.876,710.16,G01,4388.6,15924.2,66.0,Spectrogram 1,G:\F1\F1_20240703\279C1864.WAV,,,,,
279C1867.wav,0.233,12.233,G01,5935.0,16384.0,90.0,Spectrogram 1,G:\F1\F1_20240703\279C1867.WAV,,,,,
279C1867.wav,30.504,54.901,G01,6675.0,16133.2,90.0,Spectrogram 1,G:\F1\F1_20240703\279C1867.WAV,,,,,
279C1870.wav,1095.581,1097.424,G01,6501.6,14953.7,246.0,Spectrogram 1,G:\F1\F1_20240703\279C1870.WAV,,,,,
279C1870.wav,1457.958,1468.221,G01,5938.1,16297.3,246.0,Spectrogram 1,G:\F1\F1_20240703\279C1870.WAV,,,,,
279C1870.wav,1491.11,1492.445,G01,7065.1,11832.9,246.0,Spectrogram 1,G:\F1\F1_20240703\279C1870.WAV,,,,,
279C1870.wav,1645.56,1646.449,G01,6284.9,13566.6,246.0,Spectrogram 1,G:\F1\F1_20240703\279C1870.WAV,,,,,
279C1870.wav,1739.259,1740.191,G01,6848.3,11572.8,246.0,Spectrogram 1,G:\F1\F1_20240703\279C1870.WAV,,,,,
279C1871.wav,264.051,265.068,G01,6588.3,13133.2,269.0,Spectrogram 1,G:\F1\F1_20240703\279C1871.WAV,,,,,
279C1871.wav,799.645,846.39,G01,5938.1,16384.0,269.0,Spectrogram 1,G:\F1\F1_20240703\279C1871.WAV,,,,,
279C1871.wav,1501.719,1503.096,G01,8105.3,9622.3,269.0,Spectrogram 1,G:\F1\F1_20240703\279C1871.WAV,,,,,
279C1871.wav,1540.837,1548.952,G01,3510.9,16384.0,269.0,Spectrogram 1,G:\F1\F1_20240703\279C1871.WAV,,,,,
279C1878.wav,1131.246,1132.951,G01,43.0,516.0,460.0,Spectrogram 1,G:\F1\F1_20240703\279C1878.WAV,,,,,
279C2223.wav,24.836,25.443,G01,2236.1,14276.9,34.0,Spectrogram 1,G:\F1\F1_20240718\279C2223.WAV,,,,,
279C2223.wav,1546.229,1550.68,G01,7783.5,15007.9,34.0,Spectrogram 1,G:\F1\F1_20240718\279C2223.WAV,,,,,
279C2223.wav,1615.145,1620.342,G01,6880.4,13975.9,34.0,Spectrogram 1,G:\F1\F1_20240718\279C2223.WAV,,,,,
279C2224.wav,1583.79,1585.119,G01,2064.1,7869.5,65.0,Spectrogram 1,G:\F1\F1_20240718\279C2224.WAV,,,,,
279C2227.wav,1447.11,1453.987,G01,5261.8,15696.0,108.0,Spectrogram 1,G:\F1\F1_20240718\279C2227.WAV,,,,,
279C2227.wav,1484.972,1501.606,G01,5923.4,11954.7,108.0,Spectrogram 1,G:\F1\F1_20240718\279C2227.WAV,,,,,
279C2227.wav,1549.348,1552.492,G01,5719.3,9116.6,108.0,Spectrogram 1,G:\F1\F1_20240718\279C2227.WAV,,,,,
279C2227.wav,1592.264,1593.305,G01,8084.5,10793.7,108.0,Spectrogram 1,G:\F1\F1_20240718\279C2227.WAV,,,,,
279C2227.wav,1681.409,1695.484,G01,5762.4,15344.2,108.0,Spectrogram 1,G:\F1\F1_20240718\279C2227.WAV,,,,,
279C2227.wav,1704.299,1705.021,G01,7912.5,9202.6,108.0,Spectrogram 1,G:\F1\F1_20240718\279C2227.WAV,,,,,
279C2227.wav,1709.36,1711.99,G01,5762.4,13717.8,108.0,Spectrogram 1,G:\F1\F1_20240718\279C2227.WAV,,,,,
279C2227.wav,1728.897,1762.108,G01,4902.3,14745.6,108.0,Spectrogram 1,G:\F1\F1_20240718\279C2227.WAV,,,,,
279C2227.wav,1783.932,1787.227,G01,4429.3,12771.8,108.0,Spectrogram 1,G:\F1\F1_20240718\279C2227.WAV,,,,,
279C2228.wav,140.108,142.045,G01,6450.4,11610.7,124.0,Spectrogram 1,G:\F1\F1_20240718\279C2228.WAV,,,,,
279C2228.wav,254.513,256.165,G01,5596.7,14847.1,124.0,Spectrogram 1,G:\F1\F1_20240718\279C2228.WAV,,,,,
279C2228.wav,430.31,432.42,G01,7224.4,14448.9,124.0,Spectrogram 1,G:\F1\F1_20240718\279C2228.WAV,,,,,
279C2228.wav,449.646,451.594,G01,7826.5,14276.9,124.0,Spectrogram 1,G:\F1\F1_20240718\279C2228.WAV,,,,,
279C2228.wav,588.824,589.834,G01,7009.4,9589.6,124.0,Spectrogram 1,G:\F1\F1_20240718\279C2228.WAV,,,,,
279C2228.wav,649.088,651.779,G01,7310.4,15179.9,124.0,Spectrogram 1,G:\F1\F1_20240718\279C2228.WAV,,,,,
279C2228.wav,710.311,726.322,G01,5676.3,11696.7,124.0,Spectrogram 1,G:\F1\F1_20240718\279C2228.WAV,,,,,
279C2228.wav,740.602,742.712,G01,6020.4,13674.8,124.0,Spectrogram 1,G:\F1\F1_20240718\279C2228.WAV,,,,,
279C2228.wav,777.773,778.987,G01,6923.4,10277.6,124.0,Spectrogram 1,G:\F1\F1_20240718\279C2228.WAV,,,,,
279C2228.wav,934.29,935.273,G01,6966.4,9718.6,124.0,Spectrogram 1,G:\F1\F1_20240718\279C2228.WAV,,,,,
279C2228.wav,941.663,967.302,G01,6708.4,13502.8,124.0,Spectrogram 1,G:\F1\F1_20240718\279C2228.WAV,,,,,
279C2230.wav,133.109,138.629,G01,4558.3,10449.6,201.0,Spectrogram 1,G:\F1\F1_20240718\279C2230.WAV,,,,,
279C2230.wav,173.95,186.814,G01,7568.5,10922.7,201.0,Spectrogram 1,G:\F1\F1_20240718\279C2230.WAV,,,,,
279C2230.wav,237.568,242.106,G01,8256.5,10793.7,201.0,Spectrogram 1,G:\F1\F1_20240718\279C2230.WAV,,,,,
279C2230.wav,265.952,268.64,G01,6665.4,10191.6,201.0,Spectrogram 1,G:\F1\F1_20240718\279C2230.WAV,,,,,
279C2230.wav,536.733,552.426,G01,8256.5,10535.6,201.0,Spectrogram 1,G:\F1\F1_20240718\279C2230.WAV,,,,,
279C2241.wav,991.278,993.359,G01,7697.5,15351.9,715.0,Spectrogram 1,G:\F1\F1_20240718\279C2241.WAV,,,,,
279C2241.wav,1146.957,1154.356,G01,6450.4,14362.9,715.0,Spectrogram 1,G:\F1\F1_20240718\279C2241.WAV,,,,,
279C2624.wav,299.919,334.315,G01,5762.4,8256.5,361.0,Spectrogram 1,G:\F1\F1_20240803\279C2624.WAV,,,,,
279C2624.wav,523.692,549.199,G01,3397.2,6923.4,361.0,Spectrogram 1,G:\F1\F1_20240803\279C2624.WAV,,,,,
279C2624.wav,586.58,602.16,G01,2795.2,7052.4,361.0,Spectrogram 1,G:\F1\F1_20240803\279C2624.WAV,,,,,
279C2624.wav,623.242,632.373,G01,3655.2,11094.7,361.0,Spectrogram 1,G:\F1\F1_20240803\279C2624.WAV,,,,,
279C2624.wav,813.59,814.822,G01,5160.3,9245.6,361.0,Spectrogram 1,G:\F1\F1_20240803\279C2624.WAV,,,,,
279C2624.wav,967.233,978.416,G01,5504.3,7568.5,361.0,Spectrogram 1,G:\F1\F1_20240803\279C2624.WAV,,,,,
279C2624.wav,993.87,1016.37,G01,5031.3,7009.4,361.0,Spectrogram 1,G:\F1\F1_20240803\279C2624.WAV,,,,,
279C2978.wav,543.527,544.743,G01,5065.5,13354.4,15.0,Spectrogram 1,G:\F1\F1_20240818\279C2978.WAV,,,,,
279C2978.wav,546.524,549.333,G01,5283.6,13427.1,15.0,Spectrogram 1,G:\F1\F1_20240818\279C2978.WAV,,,,,
279C2978.wav,551.797,552.698,G01,5477.5,11876.0,15.0,Spectrogram 1,G:\F1\F1_20240818\279C2978.WAV,,,,,
279C2978.wav,571.398,572.614,G01,7610.3,14396.6,15.0,Spectrogram 1,G:\F1\F1_20240818\279C2978.WAV,,,,,
279C2978.wav,574.6,575.318,G01,6640.9,14008.8,15.0,Spectrogram 1,G:\F1\F1_20240818\279C2978.WAV,,,,,
279C2978.wav,577.2,577.9,G01,7222.5,11730.6,15.0,Spectrogram 1,G:\F1\F1_20240818\279C2978.WAV,,,,,
279C2978.wav,1124.61,1126.562,G01,2253.1,6131.0,15.0,Spectrogram 1,G:\F1\F1_20240818\279C2978.WAV,,,,,
279C2978.wav,1253.241,1255.0,G01,4459.6,11488.2,15.0,Spectrogram 1,G:\F1\F1_20240818\279C2978.WAV,,,,,
