index,label,filepath,source_filepath,onset_s,offset_s,duration_s,n_frames,id
-1,Nothing,E:\F5\F5_20240503\AMAR021.20240503T064250Z.wav,E:\F5\F5_20240503\AMAR021.20240503T064250Z.wav,474.19851616261536,526.2796153673089,52.08109920469358,520,bg_0
-1,Nothing,E:\F5\F5_20240503\AMAR021.20240503T064250Z.wav,E:\F5\F5_20240503\AMAR021.20240503T064250Z.wav,427.23580757729997,474.262097495218,47.02628991791802,470,bg_1
-1,Nothing,E:\F5\F5_20240503\AMAR021.20240503T065250Z.wav,E:\F5\F5_20240503\AMAR021.20240503T065250Z.wav,36.413194082116775,89.29343823039574,52.880244148278955,528,bg_2
-1,Nothing,E:\F5\F5_20240503\AMAR021.20240503T065250Z.wav,E:\F5\F5_20240503\AMAR021.20240503T065250Z.wav,113.6052944824042,144.33076638351164,30.72547190110743,307,bg_3
-1,Nothing,E:\F5\F5_20240503\AMAR021.20240503T084250Z.wav,E:\F5\F5_20240503\AMAR021.20240503T084250Z.wav,21.759103405668267,77.06136988154304,55.30226647587478,553,bg_4
-1,Nothing,E:\F5\F5_20240503\AMAR021.20240503T084250Z.wav,E:\F5\F5_20240503\AMAR021.20240503T084250Z.wav,49.012120656872675,65.00987629466795,15.997755637795274,159,bg_5
-1,Nothing,E:\F5\F5_20240503\AMAR021.20240503T094250Z.wav,E:\F5\F5_20240503\AMAR021.20240503T094250Z.wav,371.7678348690926,376.97977377196815,5.211938902875572,52,bg_6
-1,Nothing,E:\F5\F5_20240503\AMAR021.20240503T094250Z.wav,E:\F5\F5_20240503\AMAR021.20240503T094250Z.wav,312.1177235385822,354.8075738806385,42.68985034205628,426,bg_7
-1,Nothing,E:\F5\F5_20240503\AMAR021.20240503T104250Z.wav,E:\F5\F5_20240503\AMAR021.20240503T104250Z.wav,4.149041076296815,28.547754972868127,24.398713896571312,243,bg_8
-1,Nothing,E:\F5\F5_20240503\AMAR021.20240503T114250Z.wav,E:\F5\F5_20240503\AMAR021.20240503T114250Z.wav,0.5906679832834878,52.96397879015177,52.37331080686828,523,bg_9
-1,Nothing,E:\F5\F5_20240503\AMAR021.20240503T114250Z.wav,E:\F5\F5_20240503\AMAR021.20240503T114250Z.wav,1.0339622116257472,32.837548457610005,31.803586245984256,318,bg_10
-1,Nothing,E:\F5\F5_20240503\AMAR021.20240503T124250Z.wav,E:\F5\F5_20240503\AMAR021.20240503T124250Z.wav,54.55231497102859,65.73542144748674,11.183106476458157,111,bg_11
-1,Nothing,E:\F5\F5_20240503\AMAR021.20240503T124250Z.wav,E:\F5\F5_20240503\AMAR021.20240503T124250Z.wav,39.56601803946134,89.72032032937727,50.15430228991593,501,bg_12
-1,Nothing,E:\F5\F5_20240503\AMAR021.20240503T134250Z.wav,E:\F5\F5_20240503\AMAR021.20240503T134250Z.wav,460.2256881170018,482.7301617541199,22.50447363711803,225,bg_13
-1,Nothing,E:\F5\F5_20240503\AMAR021.20240503T134250Z.wav,E:\F5\F5_20240503\AMAR021.20240503T134250Z.wav,414.18612388568215,446.17680742988546,31.99068354420332,319,bg_14
-1,Nothing,E:\F5\F5_20240503\AMAR021.20240503T140250Z.wav,E:\F5\F5_20240503\AMAR021.20240503T140250Z.wav,122.42791248589499,154.82443761680662,32.39652513091163,323,bg_15
-1,Nothing,E:\F5\F5_20240503\AMAR021.20240503T140250Z.wav,E:\F5\F5_20240503\AMAR021.20240503T140250Z.wav,438.6001470337431,483.8078706827888,45.20772364904568,452,bg_16
-1,Nothing,E:\F5\F5_20240503\AMAR021.20240503T235250Z.wav,E:\F5\F5_20240503\AMAR021.20240503T235250Z.wav,210.68781983259876,257.9053165647472,47.21749673214844,472,bg_17
